Dataset,Algorithm,Cutoff,Seed,Time,Sol.Quality,Full Tour
Cincinnati.tsp,LS,5.0,42.0,1.1488,277952.0,Yes
Cincinnati.tsp,LS,5.0,43.0,1.356,277952.0,Yes
Cincinnati.tsp,LS,5.0,44.0,1.205,277952.0,Yes
Cincinnati.tsp,LS,5.0,45.0,1.1759,280243.0,Yes
Cincinnati.tsp,LS,5.0,46.0,1.1653,277952.0,Yes
Cincinnati.tsp,LS,5.0,47.0,1.1358,277952.0,Yes
Cincinnati.tsp,LS,5.0,48.0,1.1752,277952.0,Yes
Cincinnati.tsp,LS,5.0,49.0,1.1582,277952.0,Yes
Cincinnati.tsp,LS,5.0,50.0,1.1674,277952.0,Yes
Cincinnati.tsp,LS,5.0,51.0,1.1274,277952.0,Yes
Cincinnati.tsp,LS,10.0,42.0,1.1426,277952.0,Yes
Cincinnati.tsp,LS,10.0,43.0,1.1738,277952.0,Yes
Cincinnati.tsp,LS,10.0,44.0,1.1376,277952.0,Yes
Cincinnati.tsp,LS,10.0,45.0,1.1482,280243.0,Yes
Cincinnati.tsp,LS,10.0,46.0,1.2225,277952.0,Yes
Cincinnati.tsp,LS,10.0,47.0,1.302,277952.0,Yes
Cincinnati.tsp,LS,10.0,48.0,1.1588,277952.0,Yes
Cincinnati.tsp,LS,10.0,49.0,1.1249,277952.0,Yes
Cincinnati.tsp,LS,10.0,50.0,1.1789,277952.0,Yes
Cincinnati.tsp,LS,10.0,51.0,1.1539,277952.0,Yes
Cincinnati.tsp,LS,15.0,42.0,1.1287,277952.0,Yes
Cincinnati.tsp,LS,15.0,43.0,1.1761,277952.0,Yes
Cincinnati.tsp,LS,15.0,44.0,1.137,277952.0,Yes
Cincinnati.tsp,LS,15.0,45.0,1.1796,280243.0,Yes
Cincinnati.tsp,LS,15.0,46.0,1.1142,277952.0,Yes
Cincinnati.tsp,LS,15.0,47.0,1.1318,277952.0,Yes
Cincinnati.tsp,LS,15.0,48.0,1.1792,277952.0,Yes
Cincinnati.tsp,LS,15.0,49.0,1.1955,277952.0,Yes
Cincinnati.tsp,LS,15.0,50.0,1.3158,277952.0,Yes
Cincinnati.tsp,LS,15.0,51.0,1.1682,277952.0,Yes
Cincinnati.tsp,LS,20.0,42.0,1.1405,277952.0,Yes
Cincinnati.tsp,LS,20.0,43.0,1.1304,277952.0,Yes
Cincinnati.tsp,LS,20.0,44.0,1.1609,277952.0,Yes
Cincinnati.tsp,LS,20.0,45.0,1.1683,280243.0,Yes
Cincinnati.tsp,LS,20.0,46.0,1.1339,277952.0,Yes
Cincinnati.tsp,LS,20.0,47.0,1.1575,277952.0,Yes
Cincinnati.tsp,LS,20.0,48.0,1.138,277952.0,Yes
Cincinnati.tsp,LS,20.0,49.0,1.1438,277952.0,Yes
Cincinnati.tsp,LS,20.0,50.0,1.1481,277952.0,Yes
Cincinnati.tsp,LS,20.0,51.0,1.1307,277952.0,Yes
Cincinnati.tsp,LS,25.0,42.0,1.1636,277952.0,Yes
Cincinnati.tsp,LS,25.0,43.0,1.284,277952.0,Yes
Cincinnati.tsp,LS,25.0,44.0,1.2158,277952.0,Yes
Cincinnati.tsp,LS,25.0,45.0,1.1777,280243.0,Yes
Cincinnati.tsp,LS,25.0,46.0,1.1557,277952.0,Yes
Cincinnati.tsp,LS,25.0,47.0,1.1599,277952.0,Yes
Cincinnati.tsp,LS,25.0,48.0,1.1671,277952.0,Yes
Cincinnati.tsp,LS,25.0,49.0,1.1325,277952.0,Yes
Cincinnati.tsp,LS,25.0,50.0,1.144,277952.0,Yes
Cincinnati.tsp,LS,25.0,51.0,1.1307,277952.0,Yes
Cincinnati.tsp,LS,50.0,42.0,1.1975,277952.0,Yes
Cincinnati.tsp,LS,50.0,43.0,1.1793,277952.0,Yes
Cincinnati.tsp,LS,50.0,44.0,1.1611,277952.0,Yes
Cincinnati.tsp,LS,50.0,45.0,1.1695,280243.0,Yes
Cincinnati.tsp,LS,50.0,46.0,1.2781,277952.0,Yes
Cincinnati.tsp,LS,50.0,47.0,1.2752,277952.0,Yes
Cincinnati.tsp,LS,50.0,48.0,1.1608,277952.0,Yes
Cincinnati.tsp,LS,50.0,49.0,1.1369,277952.0,Yes
Cincinnati.tsp,LS,50.0,50.0,1.1522,277952.0,Yes
Cincinnati.tsp,LS,50.0,51.0,1.1309,277952.0,Yes
Cincinnati.tsp,LS,75.0,42.0,1.2001,277952.0,Yes
Cincinnati.tsp,LS,75.0,43.0,1.1786,277952.0,Yes
Cincinnati.tsp,LS,75.0,44.0,1.1277,277952.0,Yes
Cincinnati.tsp,LS,75.0,45.0,1.1946,280243.0,Yes
Cincinnati.tsp,LS,75.0,46.0,1.136,277952.0,Yes
Cincinnati.tsp,LS,75.0,47.0,1.1398,277952.0,Yes
Cincinnati.tsp,LS,75.0,48.0,1.1669,277952.0,Yes
Cincinnati.tsp,LS,75.0,49.0,1.2763,277952.0,Yes
Cincinnati.tsp,LS,75.0,50.0,1.4506,277952.0,Yes
Cincinnati.tsp,LS,75.0,51.0,1.138,277952.0,Yes
Cincinnati.tsp,LS,100.0,42.0,1.1779,277952.0,Yes
Cincinnati.tsp,LS,100.0,43.0,1.2433,277952.0,Yes
Cincinnati.tsp,LS,100.0,44.0,1.5536,277952.0,Yes
Cincinnati.tsp,LS,100.0,45.0,1.1487,280243.0,Yes
Cincinnati.tsp,LS,100.0,46.0,1.1963,277952.0,Yes
Cincinnati.tsp,LS,100.0,47.0,1.231,277952.0,Yes
Cincinnati.tsp,LS,100.0,48.0,1.1614,277952.0,Yes
Cincinnati.tsp,LS,100.0,49.0,1.1871,277952.0,Yes
Cincinnati.tsp,LS,100.0,50.0,1.1416,277952.0,Yes
Cincinnati.tsp,LS,100.0,51.0,1.2078,277952.0,Yes
Cincinnati.tsp,LS,250.0,42.0,1.4751,277952.0,Yes
Cincinnati.tsp,LS,250.0,43.0,1.2972,277952.0,Yes
Cincinnati.tsp,LS,250.0,44.0,1.2043,277952.0,Yes
Cincinnati.tsp,LS,250.0,45.0,1.199,280243.0,Yes
Cincinnati.tsp,LS,250.0,46.0,1.1884,277952.0,Yes
Cincinnati.tsp,LS,250.0,47.0,1.1456,277952.0,Yes
Cincinnati.tsp,LS,250.0,48.0,1.1644,277952.0,Yes
Cincinnati.tsp,LS,250.0,49.0,1.2046,277952.0,Yes
Cincinnati.tsp,LS,250.0,50.0,1.1637,277952.0,Yes
Cincinnati.tsp,LS,250.0,51.0,1.1888,277952.0,Yes
Cincinnati.tsp,LS,500.0,42.0,1.1744,277952.0,Yes
Cincinnati.tsp,LS,500.0,43.0,1.1552,277952.0,Yes
Cincinnati.tsp,LS,500.0,44.0,1.2425,277952.0,Yes
Cincinnati.tsp,LS,500.0,45.0,1.4977,280243.0,Yes
Cincinnati.tsp,LS,500.0,46.0,1.2792,277952.0,Yes
Cincinnati.tsp,LS,500.0,47.0,1.2899,277952.0,Yes
Cincinnati.tsp,LS,500.0,48.0,1.4031,277952.0,Yes
Cincinnati.tsp,LS,500.0,49.0,1.2714,277952.0,Yes
Cincinnati.tsp,LS,500.0,50.0,1.435,277952.0,Yes
Cincinnati.tsp,LS,500.0,51.0,1.2994,277952.0,Yes
Denver.tsp,LS,5.0,42.0,1.3779,179839.0,Yes
Denver.tsp,LS,5.0,43.0,1.8173,187074.0,Yes
Denver.tsp,LS,5.0,44.0,1.6919,181405.0,Yes
Denver.tsp,LS,5.0,45.0,1.4017,182910.0,Yes
Denver.tsp,LS,5.0,46.0,1.3748,183540.0,Yes
Denver.tsp,LS,5.0,47.0,1.3852,169865.0,Yes
Denver.tsp,LS,5.0,48.0,1.3651,159808.0,Yes
Denver.tsp,LS,5.0,49.0,1.3743,164753.0,Yes
Denver.tsp,LS,5.0,50.0,1.3453,177029.0,Yes
Denver.tsp,LS,5.0,51.0,1.3904,171400.0,Yes
Denver.tsp,LS,10.0,42.0,1.3336,179839.0,Yes
Denver.tsp,LS,10.0,43.0,1.3886,187074.0,Yes
Denver.tsp,LS,10.0,44.0,1.5507,181405.0,Yes
Denver.tsp,LS,10.0,45.0,1.7248,182910.0,Yes
Denver.tsp,LS,10.0,46.0,1.4751,183540.0,Yes
Denver.tsp,LS,10.0,47.0,1.4498,169865.0,Yes
Denver.tsp,LS,10.0,48.0,1.394,159808.0,Yes
Denver.tsp,LS,10.0,49.0,1.4921,164753.0,Yes
Denver.tsp,LS,10.0,50.0,1.3724,177029.0,Yes
Denver.tsp,LS,10.0,51.0,1.4228,171400.0,Yes
Denver.tsp,LS,15.0,42.0,1.366,179839.0,Yes
Denver.tsp,LS,15.0,43.0,1.4326,187074.0,Yes
Denver.tsp,LS,15.0,44.0,1.4427,181405.0,Yes
Denver.tsp,LS,15.0,45.0,1.6767,182910.0,Yes
Denver.tsp,LS,15.0,46.0,1.45,183540.0,Yes
Denver.tsp,LS,15.0,47.0,1.3912,169865.0,Yes
Denver.tsp,LS,15.0,48.0,1.3886,159808.0,Yes
Denver.tsp,LS,15.0,49.0,1.4454,164753.0,Yes
Denver.tsp,LS,15.0,50.0,1.3424,177029.0,Yes
Denver.tsp,LS,15.0,51.0,1.4162,171400.0,Yes
Denver.tsp,LS,20.0,42.0,1.3512,179839.0,Yes
Denver.tsp,LS,20.0,43.0,1.4343,187074.0,Yes
Denver.tsp,LS,20.0,44.0,1.4335,181405.0,Yes
Denver.tsp,LS,20.0,45.0,1.4686,182910.0,Yes
Denver.tsp,LS,20.0,46.0,1.683,183540.0,Yes
Denver.tsp,LS,20.0,47.0,1.4201,169865.0,Yes
Denver.tsp,LS,20.0,48.0,1.411,159808.0,Yes
Denver.tsp,LS,20.0,49.0,1.403,164753.0,Yes
Denver.tsp,LS,20.0,50.0,1.3644,177029.0,Yes
Denver.tsp,LS,20.0,51.0,1.3838,171400.0,Yes
Denver.tsp,LS,25.0,42.0,1.3864,179839.0,Yes
Denver.tsp,LS,25.0,43.0,1.4347,187074.0,Yes
Denver.tsp,LS,25.0,44.0,1.4463,181405.0,Yes
Denver.tsp,LS,25.0,45.0,1.5299,182910.0,Yes
Denver.tsp,LS,25.0,46.0,1.6521,183540.0,Yes
Denver.tsp,LS,25.0,47.0,1.6319,169865.0,Yes
Denver.tsp,LS,25.0,48.0,1.3579,159808.0,Yes
Denver.tsp,LS,25.0,49.0,1.4142,164753.0,Yes
Denver.tsp,LS,25.0,50.0,1.37,177029.0,Yes
Denver.tsp,LS,25.0,51.0,1.4096,171400.0,Yes
Denver.tsp,LS,50.0,42.0,1.4352,179839.0,Yes
Denver.tsp,LS,50.0,43.0,1.3645,187074.0,Yes
Denver.tsp,LS,50.0,44.0,1.3515,181405.0,Yes
Denver.tsp,LS,50.0,45.0,1.3518,182910.0,Yes
Denver.tsp,LS,50.0,46.0,1.3886,183540.0,Yes
Denver.tsp,LS,50.0,47.0,1.5737,169865.0,Yes
Denver.tsp,LS,50.0,48.0,1.5951,159808.0,Yes
Denver.tsp,LS,50.0,49.0,1.3637,164753.0,Yes
Denver.tsp,LS,50.0,50.0,1.3825,177029.0,Yes
Denver.tsp,LS,50.0,51.0,1.3654,171400.0,Yes
Denver.tsp,LS,75.0,42.0,1.3627,179839.0,Yes
Denver.tsp,LS,75.0,43.0,1.354,187074.0,Yes
Denver.tsp,LS,75.0,44.0,1.4224,181405.0,Yes
Denver.tsp,LS,75.0,45.0,1.3934,182910.0,Yes
Denver.tsp,LS,75.0,46.0,1.3839,183540.0,Yes
Denver.tsp,LS,75.0,47.0,1.3866,169865.0,Yes
Denver.tsp,LS,75.0,48.0,1.5688,159808.0,Yes
Denver.tsp,LS,75.0,49.0,1.6086,164753.0,Yes
Denver.tsp,LS,75.0,50.0,1.4519,177029.0,Yes
Denver.tsp,LS,75.0,51.0,1.4608,171400.0,Yes
Denver.tsp,LS,100.0,42.0,1.4329,179839.0,Yes
Denver.tsp,LS,100.0,43.0,1.3939,187074.0,Yes
Denver.tsp,LS,100.0,44.0,1.6588,181405.0,Yes
Denver.tsp,LS,100.0,45.0,1.9744,182910.0,Yes
Denver.tsp,LS,100.0,46.0,1.541,183540.0,Yes
Denver.tsp,LS,100.0,47.0,1.6755,169865.0,Yes
Denver.tsp,LS,100.0,48.0,1.7042,159808.0,Yes
Denver.tsp,LS,100.0,49.0,1.6227,164753.0,Yes
Denver.tsp,LS,100.0,50.0,1.4168,177029.0,Yes
Denver.tsp,LS,100.0,51.0,1.4285,171400.0,Yes
Denver.tsp,LS,250.0,42.0,1.3659,179839.0,Yes
Denver.tsp,LS,250.0,43.0,1.5444,187074.0,Yes
Denver.tsp,LS,250.0,44.0,1.406,181405.0,Yes
Denver.tsp,LS,250.0,45.0,1.4078,182910.0,Yes
Denver.tsp,LS,250.0,46.0,1.4235,183540.0,Yes
Denver.tsp,LS,250.0,47.0,1.536,169865.0,Yes
Denver.tsp,LS,250.0,48.0,1.4797,159808.0,Yes
Denver.tsp,LS,250.0,49.0,1.8458,164753.0,Yes
Denver.tsp,LS,250.0,50.0,1.4558,177029.0,Yes
Denver.tsp,LS,250.0,51.0,1.4317,171400.0,Yes
Denver.tsp,LS,500.0,42.0,1.3656,179839.0,Yes
Denver.tsp,LS,500.0,43.0,2.1749,187074.0,Yes
Denver.tsp,LS,500.0,44.0,1.4235,181405.0,Yes
Denver.tsp,LS,500.0,45.0,1.3663,182910.0,Yes
Denver.tsp,LS,500.0,46.0,1.3692,183540.0,Yes
Denver.tsp,LS,500.0,47.0,1.372,169865.0,Yes
Denver.tsp,LS,500.0,48.0,1.3616,159808.0,Yes
Denver.tsp,LS,500.0,49.0,1.6407,164753.0,Yes
Denver.tsp,LS,500.0,50.0,1.4497,177029.0,Yes
Denver.tsp,LS,500.0,51.0,1.3424,171400.0,Yes
NYC.tsp,LS,5.0,42.0,1.641,2172000.0,Yes
NYC.tsp,LS,5.0,43.0,1.3173,2281324.0,Yes
NYC.tsp,LS,5.0,44.0,1.3028,2201523.0,Yes
NYC.tsp,LS,5.0,45.0,1.2995,2125791.0,Yes
NYC.tsp,LS,5.0,46.0,1.3448,2225149.0,Yes
NYC.tsp,LS,5.0,47.0,1.3363,2527333.0,Yes
NYC.tsp,LS,5.0,48.0,1.3891,1842333.0,Yes
NYC.tsp,LS,5.0,49.0,1.3088,2336532.0,Yes
NYC.tsp,LS,5.0,50.0,1.3197,2080804.0,Yes
NYC.tsp,LS,5.0,51.0,1.3151,2196709.0,Yes
NYC.tsp,LS,10.0,42.0,1.3804,2172000.0,Yes
NYC.tsp,LS,10.0,43.0,1.6593,2281324.0,Yes
NYC.tsp,LS,10.0,44.0,1.3893,2201523.0,Yes
NYC.tsp,LS,10.0,45.0,1.3041,2125791.0,Yes
NYC.tsp,LS,10.0,46.0,1.332,2225149.0,Yes
NYC.tsp,LS,10.0,47.0,1.3403,2527333.0,Yes
NYC.tsp,LS,10.0,48.0,1.2957,1842333.0,Yes
NYC.tsp,LS,10.0,49.0,1.3069,2336532.0,Yes
NYC.tsp,LS,10.0,50.0,1.3039,2080804.0,Yes
NYC.tsp,LS,10.0,51.0,1.4621,2196709.0,Yes
NYC.tsp,LS,15.0,42.0,1.3384,2172000.0,Yes
NYC.tsp,LS,15.0,43.0,1.3885,2281324.0,Yes
NYC.tsp,LS,15.0,44.0,1.5644,2201523.0,Yes
NYC.tsp,LS,15.0,45.0,1.5214,2125791.0,Yes
NYC.tsp,LS,15.0,46.0,1.2866,2225149.0,Yes
NYC.tsp,LS,15.0,47.0,1.3598,2527333.0,Yes
NYC.tsp,LS,15.0,48.0,1.2939,1842333.0,Yes
NYC.tsp,LS,15.0,49.0,1.3373,2336532.0,Yes
NYC.tsp,LS,15.0,50.0,1.3066,2080804.0,Yes
NYC.tsp,LS,15.0,51.0,1.3116,2196709.0,Yes
NYC.tsp,LS,20.0,42.0,1.3061,2172000.0,Yes
NYC.tsp,LS,20.0,43.0,1.3252,2281324.0,Yes
NYC.tsp,LS,20.0,44.0,1.3261,2201523.0,Yes
NYC.tsp,LS,20.0,45.0,1.4226,2125791.0,Yes
NYC.tsp,LS,20.0,46.0,1.6405,2225149.0,Yes
NYC.tsp,LS,20.0,47.0,1.3144,2527333.0,Yes
NYC.tsp,LS,20.0,48.0,1.3618,1842333.0,Yes
NYC.tsp,LS,20.0,49.0,1.4408,2336532.0,Yes
NYC.tsp,LS,20.0,50.0,1.3782,2080804.0,Yes
NYC.tsp,LS,20.0,51.0,1.3229,2196709.0,Yes
NYC.tsp,LS,25.0,42.0,1.4709,2172000.0,Yes
NYC.tsp,LS,25.0,43.0,1.4622,2281324.0,Yes
NYC.tsp,LS,25.0,44.0,1.5195,2201523.0,Yes
NYC.tsp,LS,25.0,45.0,1.5437,2125791.0,Yes
NYC.tsp,LS,25.0,46.0,1.538,2225149.0,Yes
NYC.tsp,LS,25.0,47.0,1.5547,2527333.0,Yes
NYC.tsp,LS,25.0,48.0,1.4467,1842333.0,Yes
NYC.tsp,LS,25.0,49.0,1.3346,2336532.0,Yes
NYC.tsp,LS,25.0,50.0,1.3122,2080804.0,Yes
NYC.tsp,LS,25.0,51.0,1.2997,2196709.0,Yes
NYC.tsp,LS,50.0,42.0,1.366,2172000.0,Yes
NYC.tsp,LS,50.0,43.0,1.3125,2281324.0,Yes
NYC.tsp,LS,50.0,44.0,1.315,2201523.0,Yes
NYC.tsp,LS,50.0,45.0,1.2993,2125791.0,Yes
NYC.tsp,LS,50.0,46.0,1.3406,2225149.0,Yes
NYC.tsp,LS,50.0,47.0,1.4194,2527333.0,Yes
NYC.tsp,LS,50.0,48.0,1.6109,1842333.0,Yes
NYC.tsp,LS,50.0,49.0,1.3456,2336532.0,Yes
NYC.tsp,LS,50.0,50.0,1.3466,2080804.0,Yes
NYC.tsp,LS,50.0,51.0,1.4021,2196709.0,Yes
NYC.tsp,LS,75.0,42.0,1.338,2172000.0,Yes
NYC.tsp,LS,75.0,43.0,1.5307,2281324.0,Yes
NYC.tsp,LS,75.0,44.0,1.3784,2201523.0,Yes
NYC.tsp,LS,75.0,45.0,1.4146,2125791.0,Yes
NYC.tsp,LS,75.0,46.0,1.3361,2225149.0,Yes
NYC.tsp,LS,75.0,47.0,1.3945,2527333.0,Yes
NYC.tsp,LS,75.0,48.0,1.3861,1842333.0,Yes
NYC.tsp,LS,75.0,49.0,1.7525,2336532.0,Yes
NYC.tsp,LS,75.0,50.0,1.4018,2080804.0,Yes
NYC.tsp,LS,75.0,51.0,1.5322,2196709.0,Yes
NYC.tsp,LS,100.0,42.0,1.36,2172000.0,Yes
NYC.tsp,LS,100.0,43.0,1.3498,2281324.0,Yes
NYC.tsp,LS,100.0,44.0,1.313,2201523.0,Yes
NYC.tsp,LS,100.0,45.0,1.4563,2125791.0,Yes
NYC.tsp,LS,100.0,46.0,1.3828,2225149.0,Yes
NYC.tsp,LS,100.0,47.0,1.4075,2527333.0,Yes
NYC.tsp,LS,100.0,48.0,1.3608,1842333.0,Yes
NYC.tsp,LS,100.0,49.0,1.4668,2336532.0,Yes
NYC.tsp,LS,100.0,50.0,1.7193,2080804.0,Yes
NYC.tsp,LS,100.0,51.0,1.4635,2196709.0,Yes
NYC.tsp,LS,250.0,42.0,1.3301,2172000.0,Yes
NYC.tsp,LS,250.0,43.0,1.4224,2281324.0,Yes
NYC.tsp,LS,250.0,44.0,1.3389,2201523.0,Yes
NYC.tsp,LS,250.0,45.0,1.4811,2125791.0,Yes
NYC.tsp,LS,250.0,46.0,1.4049,2225149.0,Yes
NYC.tsp,LS,250.0,47.0,1.4737,2527333.0,Yes
NYC.tsp,LS,250.0,48.0,1.3722,1842333.0,Yes
NYC.tsp,LS,250.0,49.0,1.4662,2336532.0,Yes
NYC.tsp,LS,250.0,50.0,1.5119,2080804.0,Yes
NYC.tsp,LS,250.0,51.0,1.683,2196709.0,Yes
NYC.tsp,LS,500.0,42.0,1.4444,2172000.0,Yes
NYC.tsp,LS,500.0,43.0,1.4175,2281324.0,Yes
NYC.tsp,LS,500.0,44.0,1.4206,2201523.0,Yes
NYC.tsp,LS,500.0,45.0,1.4394,2125791.0,Yes
NYC.tsp,LS,500.0,46.0,1.3303,2225149.0,Yes
NYC.tsp,LS,500.0,47.0,1.3234,2527333.0,Yes
NYC.tsp,LS,500.0,48.0,1.3965,1842333.0,Yes
NYC.tsp,LS,500.0,49.0,1.3183,2336532.0,Yes
NYC.tsp,LS,500.0,50.0,1.3331,2080804.0,Yes
NYC.tsp,LS,500.0,51.0,1.4127,2196709.0,Yes
Philadelphia.tsp,LS,5.0,42.0,1.2782,1416952.0,Yes
Philadelphia.tsp,LS,5.0,43.0,1.2625,1433649.0,Yes
Philadelphia.tsp,LS,5.0,44.0,1.2086,1439904.0,Yes
Philadelphia.tsp,LS,5.0,45.0,1.2203,1542743.0,Yes
Philadelphia.tsp,LS,5.0,46.0,1.3255,1578443.0,Yes
Philadelphia.tsp,LS,5.0,47.0,1.2231,1443656.0,Yes
Philadelphia.tsp,LS,5.0,48.0,1.2731,1440380.0,Yes
Philadelphia.tsp,LS,5.0,49.0,1.2444,1409268.0,Yes
Philadelphia.tsp,LS,5.0,50.0,1.4228,1552005.0,Yes
Philadelphia.tsp,LS,5.0,51.0,1.4866,1444862.0,Yes
Philadelphia.tsp,LS,10.0,42.0,1.4161,1416952.0,Yes
Philadelphia.tsp,LS,10.0,43.0,1.2799,1433649.0,Yes
Philadelphia.tsp,LS,10.0,44.0,1.2188,1439904.0,Yes
Philadelphia.tsp,LS,10.0,45.0,1.1878,1542743.0,Yes
Philadelphia.tsp,LS,10.0,46.0,1.2362,1578443.0,Yes
Philadelphia.tsp,LS,10.0,47.0,1.2115,1443656.0,Yes
Philadelphia.tsp,LS,10.0,48.0,1.2963,1440380.0,Yes
Philadelphia.tsp,LS,10.0,49.0,1.2476,1409268.0,Yes
Philadelphia.tsp,LS,10.0,50.0,1.2546,1552005.0,Yes
Philadelphia.tsp,LS,10.0,51.0,1.3472,1444862.0,Yes
Philadelphia.tsp,LS,15.0,42.0,1.3076,1416952.0,Yes
Philadelphia.tsp,LS,15.0,43.0,1.3744,1433649.0,Yes
