BTC,ETH,LTC,BCH,FIAT,EQUITY,GOLD,ENERGY,Mkt-RF,SMB,HML,RMW,CMA,RF
-0.3166983642441785,0.39924473228646473,-0.3387197751915396,-0.4744564706906935,-0.030519625535964323,-0.07936943810932462,0.023697411968601756,0.02737255943466277,0.0558,-0.0321,-0.0132,-0.0075,-0.0105,0.0011
0.02031503775310739,-0.26238507897538454,0.22188271974011808,-0.2081921243319922,0.015064451205701879,0.1366392561863723,-0.01899342269251214,-0.08446700940633267,-0.0364,0.0034000000000000002,-0.011000000000000001,0.0053,-0.0236,0.0011
-0.3972061319441895,-0.7675040553935526,-0.5528605047330322,-0.560178265276039,-0.008447789695533281,-0.05140378021305203,0.00608389392394848,-0.027967165487893908,-0.0235,0.0361,-0.0021,-0.0040999999999999995,0.0008,0.0012
0.2883118805759146,0.529273560762733,0.24343844564484574,0.6817132677882762,0.017133084482416905,0.0918935118190074,-0.010382890443873194,0.10901135336065604,0.0029,0.0089,0.0053,-0.0242,0.0124,0.0014000000000000002
-0.2110542022609554,-0.14897852836153458,-0.22570869380351244,-0.3054800313817241,0.02396967148929363,-1.948422120627443,-0.0160459013753389,0.037446278583658454,0.0263,0.0471,-0.031400000000000004,-0.019799999999999998,-0.0149,0.0014000000000000002
-0.15923304547324157,-0.24148346445907354,-0.3791582236896085,-0.28513924452916406,0.0112793281630994,1.8269471074237948,-0.03635789108487675,0.002210836984940734,0.0049,0.0077,-0.0233,0.0083,0.002,0.0014000000000000002
0.19108765835235708,-0.047296651851407745,-0.026644893548020576,0.036909787214465695,-0.004678133033884535,-0.22078972959350907,-0.02544831965719485,0.018447491089919055,0.032,-0.019299999999999998,0.0049,0.015300000000000001,0.0031,0.0016
-0.09670349168054848,-0.4275411630636601,-0.23869874621877685,-0.3581961704951606,0.013614906390847281,-0.42357730112043157,-0.020057082121788028,-0.02993047868859744,0.0346,0.006500000000000001,-0.0391,-0.0029,-0.025699999999999997,0.0016
-0.06022520109586971,-0.1937937942552539,-0.017535763518889524,-0.02387415925559111,-0.004102035634175216,0.6406117047125246,-0.008636162080945198,0.019276045564513566,0.0006,-0.024900000000000002,-0.016200000000000003,0.006500000000000001,0.013600000000000001,0.0015
-0.04661403252685581,-0.16495059867061101,-0.2103267753170961,-0.22585121735984792,0.023615500884762497,0.04455109456326589,0.019628797572555534,-0.12479344707968565,-0.0764,-0.0438,0.0338,0.0103,0.036000000000000004,0.0019
-0.4609366166531057,-0.5675809111307482,-0.44662827664943183,-0.9085018055061473,-0.0009848076836469488,0.0037458110914467824,-0.0024977193889359484,-0.033252839797416556,0.0171,-0.008100000000000001,0.0036,-0.0060999999999999995,0.004,0.0018
-0.07414589269934879,0.1562341071145319,-0.06090112133432246,-0.14331304906535003,-0.00728862932811758,-1.5493862462244081,0.039305179056353445,-0.13869185402592876,-0.0955,-0.0281,-0.0192,-0.0003,0.0024,0.0019
-0.07897831882163686,-0.21014708840201557,0.047862297715622226,-0.2678316352477852,-0.017625720191841054,-0.15993338419315783,0.026994069477430216,0.10732230090632111,0.0836,0.0291,-0.0039000000000000003,-0.0073,-0.0165,0.0021
0.10577842626913814,0.23995949210167744,0.3746934494414109,0.13627221039616977,0.005703770589152057,0.01543881210388065,-0.004545281139744617,0.03292767683580955,0.0342,0.0172,-0.026600000000000002,0.0016,-0.0154,0.0018
0.07683377175712991,0.04876183595878114,0.2837681731306443,0.26454881204281566,0.008191609620398665,0.7597253806780628,-0.01629316765990474,0.023000536038869868,0.011000000000000001,-0.0352,-0.0414,0.0088,-0.009000000000000001,0.0019
0.2523970084743752,0.1274933703732728,0.19726050384245575,0.45290651214109445,0.0016523249119062555,0.6714894203369095,-0.006796104742083919,-0.0024577369145912797,0.0397,-0.0115,0.0213,0.0161,-0.0218,0.0021
0.4837910515846602,0.5127190918686964,0.44306603154972457,0.5133709208613322,0.012075747882626331,-1.5234656165285507,0.012920793821978194,-0.13204173196665803,-0.0692,-0.015600000000000001,-0.0245,-0.0048,0.0176,0.0021
0.23162334017395914,0.08362052902142025,0.06925486878114473,-0.10018202664772069,-0.018542643138188986,0.24291019011009496,0.03934039286464053,0.07169588018342665,0.0692,0.0037,-0.0064,0.0089,-0.0042,0.0018
-0.06513926648818469,-0.28557806033223354,-0.21603764383805224,-0.19911176668131425,0.007928626033202768,1.5079272748907968,0.00538368425428537,-0.00930240561475415,0.012199999999999999,-0.0182,0.005,-0.0013,0.0037,0.0019
-0.051303717568705665,-0.24221766765221897,-0.42952318606793316,-0.16221283691043364,0.022808070059237906,0.029253647044432896,0.030416162735953378,-0.09213644387528053,-0.0255,-0.0325,-0.04769999999999999,0.0053,-0.0062,0.0016
-0.14425809123766875,0.0555918778291149,-0.13668926657661995,-0.20446417857538268,-0.0017890062236523008,-0.7389362579265768,-0.035919526701597704,0.03701516759174428,0.014199999999999999,0.0029,0.0676,0.0182,0.0338,0.0018
0.09652402469719945,0.0025298369099493456,0.03896710349830457,0.21705593632178477,-0.017404683290028977,-1.0063313312410997,0.024034394349115473,-0.028144355345703254,0.0207,0.0025,-0.0192,0.0043,-0.0103,0.0015
-0.19162592145735857,-0.18375067812771917,-0.21121836740340294,-0.2606337630732689,0.010368470237917649,0.19857364731154803,-0.03632086065456974,0.01256228651700475,0.0387,0.0039000000000000003,-0.02,-0.016399999999999998,-0.011399999999999999,0.0012
-0.053540694096748,-0.1653573551062406,-0.14020657973837425,-0.0677485607726851,-0.021158597103587695,0.026857985192659584,0.02503081512500316,0.05400068562559657,0.0276,0.009899999999999999,0.0173,0.0005,0.011899999999999999,0.0014000000000000002
0.26642535894134056,0.3356152383996207,0.5022649746900907,0.6090588962853039,0.00924036072553669,0.02153283389738725,0.017523341329667375,-0.0993703295636097,-0.0009,-0.0437,-0.0622,-0.011899999999999999,-0.0219,0.0013
-0.08848284010653806,0.1962628211192925,-0.15289870043184983,-0.19853428757660208,0.01647997912792487,-0.225716491549667,-0.01172742363502266,-0.22234500012779312,-0.0815,0.0008,-0.0382,-0.0143,-0.0253,0.0012
-0.28446464609007194,-0.49457912374616964,-0.3952138650808279,-0.33560002244386045,0.04065644922791467,1.7540717636034326,-0.0040121659512841745,-0.39266634807711,-0.1335,-0.0818,-0.1383,-0.0161,0.011899999999999999,0.0012
0.29611529942761194,0.43961170940762084,0.17005041493429296,0.1327853385608,-0.001648992173211461,0.007995854865336938,0.07069770186919833,0.2895111182000747,0.1358,0.025699999999999997,-0.0134,0.0276,-0.0102,0.0
0.08668578434553353,0.10923929436514168,-0.02416575635079754,-0.05205971069408921,-0.01138157836563991,-0.0024437407112145593,0.011853119294455539,-0.01265599972804976,0.0559,0.0192,-0.05,0.0096,-0.0316,0.0001
-0.033003323360476955,-0.02421170900227132,-0.09784755222861685,-0.06958420827047096,-0.003963098056324554,-1.8362352503412058,0.007061337526033995,-0.035309140914904,0.024399999999999998,0.0195,-0.0217,0.0014000000000000002,0.0055000000000000005,0.0001
0.21971337982965977,0.43287848124803574,0.34837816623336737,0.3076145094973848,-0.027379606531049205,0.10613842312607069,0.02348399419126146,-0.020258695930884585,0.0583,-0.0319,-0.0144,0.0038,0.0097,0.0001
0.025451605602370364,0.2248181742680817,0.04494384820366282,-0.09737190635162651,-0.01243918740128791,0.07488527495228503,0.005590484923416739,0.02742685936175482,0.0762,-0.0089,-0.0302,0.042699999999999995,-0.0151,0.0001
-0.07867955106152813,-0.18734346031121696,-0.2758360392346333,-0.18256978089778908,0.01018619748006877,-0.08858680071051239,-0.03541687454033493,-0.17620839721502435,-0.0364,-0.0001,-0.027200000000000002,-0.0138,-0.019299999999999998,0.0001
0.24268349978168402,0.06764387179033271,0.18275361556066727,0.13812631352312454,-0.00699534853447048,1.7810378078221767,-0.008404215316501151,-0.058115138241517705,-0.0208,0.0467,0.0425,-0.0077,-0.005699999999999999,0.0001
0.36131167907100803,0.46866764103200165,0.4583949316216085,0.19306230942340008,-0.02538278377685632,-1.5733327508120158,-0.0559143247972127,0.30644497715526287,0.1244,0.0712,0.0209,-0.0225,0.0128,0.0001
0.3862371420426758,0.1813313853809495,0.3494908983305338,0.0754440616975609,-0.016983345107243863,0.9645114199461933,0.054614848696836304,0.009089855511684952,0.0463,0.0493,-0.0168,-0.0197,-0.0006,0.0001
0.13058526705797924,0.5721846132069945,0.037481751489576,0.15372133694452383,0.005700368886273566,-1.006031957565373,-0.03158580123407617,0.06245634701931069,-0.0007000000000000001,0.0681,0.0322,-0.0365,0.049699999999999994,0.0
0.3156500065649972,0.08638177010388848,0.24873491334683528,0.14431419936772105,0.00785489330936251,-0.3086336849375595,-0.06509465250001689,0.18960599555434365,0.0281,0.045,0.07200000000000001,0.0033,-0.0199,0.0
0.26032230444583426,0.30220411947400283,0.17457755294163135,0.16348314693585841,0.008750779333273506,1.4858925294629053,-0.008147371798099101,0.030591796563663287,0.0316,-0.0084,0.0735,0.0635,0.0352,0.0
-0.020563255405509295,0.3622134364761589,0.3184445288197999,0.6062043386824678,-0.015396155065857897,0.3140524214278937,0.015594361689878156,0.010614700065358917,0.049699999999999994,-0.0316,-0.0102,0.024300000000000002,-0.027200000000000002,0.0
-0.43915608887965973,-0.02968716810801464,-0.3717163269631607,-0.3537749874730336,-0.011888844956057909,-1.437906038362545,0.0325549540934702,0.05540672912773825,0.0029,0.0127,0.0704,0.023399999999999997,0.0301,0.0
-0.0598347200538516,-0.17025927738058044,-0.2623642644674913,-0.2863733866374645,0.016032052169189015,1.5485719640323925,-0.06799898211222999,0.03838883843617591,0.0273,-0.003,-0.0786,-0.021400000000000002,-0.009300000000000001,0.0
0.16979971645914738,0.10925955691065958,0.0022182180175596145,0.03922583471163943,0.0010610805991602135,-1.909929342325034,0.02407086851482365,-0.07042010788549558,0.0134,-0.0455,-0.0179,0.055,-0.0059,0.0
0.12651650734980535,0.29949164233979,0.16981464395315893,0.15010012489902103,0.003868058745238656,1.9324863980257323,-0.015348304897814913,-0.03126779005834468,0.029500000000000002,-0.0066,-0.0023,-0.0026,-0.0172,0.0
-0.07113467898361847,-0.13062038650615904,-0.11086138395158951,-0.23446278405414755,0.01346039669730903,-0.09731027153392269,-0.030392754854008608,0.10643499760234132,-0.044000000000000004,0.011200000000000002,0.0512,-0.0192,0.02,0.0
0.3359149147534488,0.3586360916101974,0.226024702638135,0.17226076768319754,-0.004382885642571388,-1.7460096169970534,0.013222848974182355,0.09333463796792962,0.0663,-0.027000000000000003,-0.0053,0.0171,-0.0154,0.0
-0.07539090352357114,0.07366123275733116,0.07824659769214737,-0.04607498738261029,0.01798549672179206,0.2992476701853981,-0.014804783003561361,-0.06378741968183999,-0.0158,-0.017,-0.0037,0.0719,0.017,0.0
-0.20698911848015022,-0.2270177030170224,-0.35090633692554096,-0.2808639834182882,-0.00797956872602601,-0.19032060987689725,0.01832110236549145,0.015987698612064172,0.032400000000000005,-0.0078000000000000005,0.0326,0.048799999999999996,0.0429,0.0001
-0.18509913816172663,-0.31602555002324006,-0.2909475492468534,-0.4118622774258771,0.002402207407934398,-0.0700179869021973,-0.013152211688773896,0.1576221703377252,-0.061500000000000006,-0.0401,0.1286,0.0077,0.07730000000000001,0.0
0.11713362644581693,0.08461656514014404,0.04096105164002051,0.17481198791560804,-0.0029678639185659605,0.3547616929292907,0.033789596866585114,0.04992156906525036,-0.022799999999999997,0.0286,0.030600000000000002,-0.0203,0.030299999999999997,0.0
0.05120113863097053,0.11577818956118158,0.08554664740973461,0.12414245089168663,-5.467395017699772e-05,-0.0210047134246647,-0.014261268052422338,0.12898381072101994,0.0308,-0.021099999999999997,-0.019,-0.015,0.0321,0.0
-0.1886214870143874,-0.18459705807009197,-0.2579239598651091,-0.3224440229156915,0.03637260338259907,1.32447426852562,-0.030196800308704752,0.009561466677568298,-0.0941,-0.0034999999999999996,0.061799999999999994,0.0341,0.0592,0.0
-0.1689589315085538,-0.3401922727132849,-0.33672268534314664,-0.3077848920025259,-0.011994461083547847,0.01715527980213949,-0.037760117566446816,0.14266424495384467,-0.0033,-0.0003,0.08439999999999999,0.0155,0.0395,0.0003
-0.47202243889075746,-0.6002349906883282,-0.2442218311845461,-0.6908054876175074,0.02428910821483754,-0.9850404695521515,-0.014375380739495291,-0.21950583382712985,-0.084,0.013300000000000001,-0.06,0.0176,-0.0458,0.0006
0.1607095630009816,0.45376461487926,0.10424069471213793,0.30281885588618085,0.006652929510317485,-0.4220820716855549,-0.03151624598547542,0.07974844298996686,0.09570000000000001,0.0178,-0.0415,0.0077,-0.06849999999999999,0.0008
-0.15128221890700289,-0.0769049878926884,-0.10163264554381213,-0.1883874332789235,0.014360266339076944,1.50989469632405,-0.026625122314236194,0.04131332292646572,-0.0377,0.0149,0.0018,-0.0478,0.0132,0.0019
-0.030918295116212136,-0.1563104034485958,-0.005784137779381915,0.04179153739943331,0.03167040627300732,-1.3615449412080007,-0.029638581480210036,-0.08845937938597537,-0.0934,-0.0097,0.0003,-0.0137,-0.0077,0.0019
0.053009519817244666,0.16798847101477588,0.028773656004080994,-0.04283510650014044,0.0008724516325138154,-0.15601850435534992,-0.01858475114568403,0.19710463491055386,0.0786,0.0181,0.0797,0.0327,0.0643,0.0023
-0.17536357651940726,-0.1926095554051237,0.3646431135879089,-0.012608520067620255,-0.032648901457140944,0.6349829628756734,0.05520485445426804,0.035400573663274315,0.046900000000000004,-0.0275,0.0148,0.063,0.0315,0.0029
-0.03849570481535025,-0.08075616374857031,-0.12148305410834759,-0.1570037488096645,-0.017050886870736193,0.8659131465382739,-0.006199104968424685,-0.05447932988825599,-0.0638,-0.0019,0.0134,0.0032,0.042800000000000005,0.0033
0.3360979778415363,0.28279257929338186,0.29450221823998834,0.31864115497814094,-0.02036586601102197,-1.4909889708796662,0.018108697364771054,0.02807346329948235,0.0659,0.043899999999999995,-0.0394,-0.0242,-0.0443,0.0034999999999999996
0.0005267744349701786,0.012451166744942732,-0.002871578681564735,-0.011535544661915864,0.02009408816220848,0.10052134466278773,-0.05009182027308068,-0.03200537115502744,-0.025699999999999997,0.0058,-0.008,0.0097,-0.0151,0.0034000000000000002
0.20778645770073823,0.12686764837305198,-0.04654537491245936,-0.05911859030294231,-0.016151152796628487,-0.3071722485659141,0.04006430054778587,-0.0467595365941218,0.024900000000000002,-0.0689,-0.09050000000000001,0.0227,-0.021,0.0036
0.02695411489191102,0.026235379207380838,-0.015518134412749518,-0.055919297332160944,-0.0007126196357383208,1.6514902650298229,-0.011237714247142705,0.007612584341561757,0.0063,-0.025699999999999997,-0.0012,0.0242,0.0285,0.0034999999999999996
-0.07254420008228735,0.0018791177949113447,0.024405106921212116,-0.037180936821361144,0.014773557706829088,-0.03341745098650328,-0.016778557447468145,-0.07735860969578479,0.0033,-0.0043,-0.0779,-0.0178,-0.0708,0.0036
0.11287505144866472,0.03157651498875147,0.18633179008906886,0.9922210727791558,-0.011964545947937388,0.11740992983525267,-0.026205954921536545,0.0607464939948299,0.0646,0.0128,-0.0013,0.0232,-0.0154,0.004
-0.04196690382307011,-0.04184247234620919,-0.166511814707901,-0.20992352414975368,-0.012930765292292534,-0.379766761136203,0.017688109996077728,0.06982563640303141,0.0321,0.0286,0.0406,-0.006,0.0066,0.0045000000000000005
-0.11985497526785416,-0.12042145284261707,-0.3679055041060737,-0.17710137963449135,0.020225013197510577,-1.7757192492965608,-0.0148436622012742,0.032845810953522125,-0.0236,-0.0365,-0.0115,0.0339,-0.0241,0.0045000000000000005
0.03922032738809378,0.015308175436022253,0.0325169260217697,0.11941545314695645,0.016816350796789337,2.177279300079025,-0.04775572135681472,0.03350423475955289,-0.052300000000000006,-0.0178,0.0149,0.018799999999999997,-0.0077,0.0043
0.2514815792572005,0.08326883277650765,0.0437592988562896,0.04794638029922993,0.012074417603158416,-0.10388252222823269,0.044991964274553986,-0.07748712891207887,-0.0315,-0.0403,0.002,0.024300000000000002,-0.0069,0.004699999999999999
0.08498641817632624,0.12333073166348552,0.008094869296314755,-0.10132693930312708,-0.029273134287284286,0.10425970788887362,0.024669980486534016,-0.007466164458823421,0.0888,-0.0021,0.0167,-0.0373,-0.0108,0.0044
0.11400549756143086,0.10465970638683864,0.04682753581423871,0.15758099413933468,-0.014822007277678573,0.006722317337139572,0.013072439391161872,-0.006843844041875435,0.048600000000000004,0.0726,0.0489,-0.03,0.0129,0.0043
