Date,Asset,Quartile,MeanBeta,ExcessReturn,WeightType
2023-01-31,FIAT,1,-0.21105802,0.3390070209891629,Value
2023-01-31,FIAT,2,-0.14875168,0.3148680842510103,Value
2023-01-31,FIAT,3,-0.14727242,0.3564638438525583,Value
2023-01-31,FIAT,4,-0.1402682,0.30315844530440383,Value
2023-01-31,FIAT,Q4-Q1,0.07078982,-0.035848575684759076,Value
2023-02-28,FIAT,1,-0.13200584,-0.0076429214172657476,Value
2023-02-28,FIAT,2,-0.10492374,-0.0195673137272383,Value
2023-02-28,FIAT,3,-0.069224074,-0.03162963282412434,Value
2023-02-28,FIAT,4,-0.034869622,-0.022965666843773214,Value
2023-02-28,FIAT,Q4-Q1,0.09713621800000001,-0.015322745426507467,Value
2023-03-31,FIAT,1,0.010241307,-0.03039422211583087,Value
2023-03-31,FIAT,2,0.07468458,0.2239376104973667,Value
2023-03-31,FIAT,3,0.10381814,-0.04296743750631382,Value
2023-03-31,FIAT,4,0.10925973,0.14301880116968047,Value
2023-03-31,FIAT,Q4-Q1,0.099018423,0.17341302328551134,Value
2023-05-31,FIAT,1,-0.05651974,0.009631549214383028,Value
2023-05-31,FIAT,2,-0.03947875,-0.08731775778911643,Value
2023-05-31,FIAT,3,-0.016418092,-0.012894439911917745,Value
2023-05-31,FIAT,4,0.0055291206,-0.051954494528190225,Value
2023-05-31,FIAT,Q4-Q1,0.0620488606,-0.06158604374257325,Value
2023-06-30,FIAT,1,-0.09772012,1.0041856187270932,Value
2023-06-30,FIAT,2,-0.08303632,0.04354106093668886,Value
2023-06-30,FIAT,3,-0.056272652,0.12483959739660211,Value
2023-06-30,FIAT,4,-0.051610865,0.19829633603700625,Value
2023-06-30,FIAT,Q4-Q1,0.046109254999999995,-0.805889282690087,Value
2023-07-31,FIAT,1,-0.13196474,-0.029036138530777578,Value
2023-07-31,FIAT,2,-0.107997686,-0.19699275885746115,Value
2023-07-31,FIAT,3,-0.0962334,-0.028911707053916658,Value
2023-07-31,FIAT,4,-0.069285944,-0.15358104941560846,Value
2023-07-31,FIAT,Q4-Q1,0.062678796,-0.12454491088483088,Value
2023-08-31,FIAT,1,-0.073571585,-0.3881305173035843,Value
2023-08-31,FIAT,2,-0.07012705,-0.14064646604012765,Value
2023-08-31,FIAT,3,-0.027558897,-0.14007998846536474,Value
2023-08-31,FIAT,4,0.08415338,-0.19732639283200193,Value
2023-08-31,FIAT,Q4-Q1,0.157724965,0.19080412447158235,Value
2023-10-31,FIAT,1,-0.22173324,0.03587196269607151,Value
2023-10-31,FIAT,2,-0.18206954,0.03168488125313118,Value
2023-10-31,FIAT,3,-0.056459412,0.23940716165404208,Value
2023-10-31,FIAT,4,-0.021372046,0.07119441517334923,Value
2023-10-31,FIAT,Q4-Q1,0.200361194,0.03532245247727772,Value
2023-11-30,FIAT,1,-0.13004136,0.11425955246361053,Value
2023-11-30,FIAT,2,-0.11436328,0.1526038659507698,Value
2023-11-30,FIAT,3,-0.09935961,0.03736800358359904,Value
2023-11-30,FIAT,4,-0.056408197,-0.0720538050158428,Value
2023-11-30,FIAT,Q4-Q1,0.073633163,-0.18631335747945332,Value
2023-01-31,EQUITY,1,0.023442168,0.24928021790230628,Value
2023-01-31,EQUITY,2,0.032881502,0.22514128116415363,Value
2023-01-31,EQUITY,3,0.039312664,0.2667370407657016,Value
2023-01-31,EQUITY,4,0.053804953,0.21343164221754715,Value
2023-01-31,EQUITY,Q4-Q1,0.030362785000000003,-0.03584857568475913,Value
2023-02-28,EQUITY,1,-0.043609142,0.03742646928835411,Value
2023-02-28,EQUITY,2,-0.018644575,0.013439757881495512,Value
2023-02-28,EQUITY,3,-0.012436405,0.025502076978381555,Value
2023-02-28,EQUITY,4,0.031486157,0.02210372386184664,Value
2023-02-28,EQUITY,Q4-Q1,0.075095299,-0.015322745426507467,Value
2023-03-31,EQUITY,1,0.023928579,-0.07021307221264361,Value
2023-03-31,EQUITY,2,0.03060029,-0.08278628760312656,Value
2023-03-31,EQUITY,3,0.030830037,0.10319995107286772,Value
2023-03-31,EQUITY,4,0.05211221,0.18411876040055397,Value
2023-03-31,EQUITY,Q4-Q1,0.028183631,0.2543318326131976,Value
2023-05-31,EQUITY,1,-0.0021586232,-0.0732519495685228,Value
2023-05-31,EQUITY,2,-0.00037091225,-0.0378886863075966,Value
2023-05-31,EQUITY,3,0.026095804,0.02369735743497666,Value
2023-05-31,EQUITY,4,0.028533403,0.0011713683086758905,Value
2023-05-31,EQUITY,Q4-Q1,0.0306920262,0.07442331787719869,Value
2023-06-30,EQUITY,1,0.052949157,-0.032508465814949594,Value
2023-06-30,EQUITY,2,0.062006924,0.1222468092853678,Value
2023-06-30,EQUITY,3,0.071911305,0.9281360919754549,Value
2023-06-30,EQUITY,4,0.082763776,0.04879007064496366,Value
2023-06-30,EQUITY,Q4-Q1,0.029814619,0.08129853645991325,Value
2023-07-31,EQUITY,1,0.01951548,-0.07696525379553723,Value
2023-07-31,EQUITY,2,0.027515944,-0.2449218741222208,Value
2023-07-31,EQUITY,3,0.038282607,-0.07684082231867631,Value
2023-07-31,EQUITY,4,0.07247159,-0.20151016468036811,Value
2023-07-31,EQUITY,Q4-Q1,0.05295611,-0.12454491088483088,Value
2023-08-31,EQUITY,1,0.06857799,-0.09903166725428819,Value
2023-08-31,EQUITY,2,0.07027292,-0.0995981448290511,Value
2023-08-31,EQUITY,3,0.106364414,-0.34708219609250773,Value
2023-08-31,EQUITY,4,0.16348583,-0.15627807162092539,Value
2023-08-31,EQUITY,Q4-Q1,0.09490784,-0.057246404366637194,Value
2023-10-31,EQUITY,1,-0.026867144,0.07723616872823494,Value
2023-10-31,EQUITY,2,0.03242715,0.0730490872852946,Value
2023-10-31,EQUITY,3,0.0396217,0.11255862120551267,Value
2023-10-31,EQUITY,4,0.058700714,0.2807713676862055,Value
2023-10-31,EQUITY,Q4-Q1,0.085567858,0.20353519895797054,Value
2023-11-30,EQUITY,1,0.020372089,-0.07996454164715806,Value
2023-11-30,EQUITY,2,0.059631262,-0.1893863502465999,Value
2023-11-30,EQUITY,3,0.061327357,-0.003072992767146579,Value
2023-11-30,EQUITY,4,0.08287762,0.0352713207200127,Value
2023-11-30,EQUITY,Q4-Q1,0.062505531,0.11523586236717076,Value
2023-01-31,GOLD,1,0.018946823,0.3005324576133699,Value
2023-01-31,GOLD,2,0.028938983,0.2763935208752173,Value
2023-01-31,GOLD,3,0.040707495,0.3179892804767652,Value
2023-01-31,GOLD,4,0.0438168,0.2646838819286108,Value
2023-01-31,GOLD,Q4-Q1,0.024869977,-0.035848575684759076,Value
2023-02-28,GOLD,1,0.019212086,0.05061859470805086,Value
2023-02-28,GOLD,2,0.032385815,0.06254298701802341,Value
2023-02-28,GOLD,3,0.033402506,0.038556275611164814,Value
2023-02-28,GOLD,4,0.03422134,0.047220241591515937,Value
2023-02-28,GOLD,Q4-Q1,0.015009254000000003,-0.0033983531165349204,Value
2023-03-31,GOLD,1,-0.0021204837,0.16772215715295236,Value
2023-03-31,GOLD,2,0.0018573143,-0.08660967546024521,Value
2023-03-31,GOLD,3,0.0051335283,0.08680334782526611,Value
2023-03-31,GOLD,4,0.0059782118,-0.09918289085072819,Value
2023-03-31,GOLD,Q4-Q1,0.0080986955,-0.26690504800368053,Value
2023-05-31,GOLD,1,-0.059508998,0.04118366436868026,Value
2023-05-31,GOLD,2,-0.054509025,-0.020402379373892998,Value
2023-05-31,GOLD,3,-0.038955126,0.01865767524237949,Value
2023-05-31,GOLD,4,-0.025131784,-0.0557656426348192,Value
2023-05-31,GOLD,Q4-Q1,0.034377214,-0.09694930700349946,Value
2023-06-30,GOLD,1,-0.035064228,0.2125377450106054,Value
2023-06-30,GOLD,2,-0.034753144,0.05778246991028802,Value
2023-06-30,GOLD,3,-0.025282416,1.0184270277006924,Value
2023-06-30,GOLD,4,-0.004984297,0.13908100637020127,Value
2023-06-30,GOLD,Q4-Q1,0.030079931000000004,-0.07345673864040414,Value
2023-07-31,GOLD,1,-0.020222824,-0.18419992470397872,Value
2023-07-31,GOLD,2,-0.0064215437,-0.05965501381914784,Value
2023-07-31,GOLD,3,-0.0021153688,-0.05953058234228692,Value
2023-07-31,GOLD,4,0.00037639588,-0.2276116341458314,Value
2023-07-31,GOLD,Q4-Q1,0.020599219880000002,-0.043411709441852686,Value
2023-08-31,GOLD,1,-0.02091894,-0.3530618419047995,Value
2023-08-31,GOLD,2,-0.015373442,-0.10557779064134287,Value
2023-08-31,GOLD,3,-0.014221225,-0.10501131306657996,Value
2023-08-31,GOLD,4,0.026506182,-0.16225771743321715,Value
2023-08-31,GOLD,Q4-Q1,0.047425122,0.19080412447158235,Value
2023-10-31,GOLD,1,-0.07500406,0.0029544160246759437,Value
2023-10-31,GOLD,2,-0.06265105,0.038276868501953665,Value
2023-10-31,GOLD,3,-0.049914706,0.2064896149826465,Value
2023-10-31,GOLD,4,-0.037379414,-0.0012326654182643892,Value
2023-10-31,GOLD,Q4-Q1,0.037624646,-0.0041870814429403325,Value
2023-11-30,GOLD,1,-0.06356931,0.060316437689792224,Value
2023-11-30,GOLD,2,-0.062679335,-0.1259969197896611,Value
2023-11-30,GOLD,3,-0.061671577,0.0986607511769515,Value
2023-11-30,GOLD,4,-0.03336256,-0.01657511119021926,Value
2023-11-30,GOLD,Q4-Q1,0.030206750000000004,-0.07689154888001148,Value
2023-01-31,ENERGY,1,-0.16898823,0.28938980066502573,Value
2023-01-31,ENERGY,2,-0.07473628,0.26525086392687314,Value
2023-01-31,ENERGY,3,-0.07124174,0.30684662352842107,Value
2023-01-31,ENERGY,4,-0.06555946,0.25354122498026666,Value
2023-01-31,ENERGY,Q4-Q1,0.10342876999999999,-0.035848575684759076,Value
2023-02-28,ENERGY,1,-0.06314632,0.08105516903572774,Value
2023-02-28,ENERGY,2,-0.022408117,0.05706845762886915,Value
2023-02-28,ENERGY,3,-0.011957461,0.06913077672575518,Value
2023-02-28,ENERGY,4,0.050026335,0.06573242360922027,Value
2023-02-28,ENERGY,Q4-Q1,0.11317265500000001,-0.015322745426507467,Value
2023-03-31,ENERGY,1,0.20815994,0.22832177187127378,Value
2023-03-31,ENERGY,2,0.23022212,-0.0260100607419238,Value
2023-03-31,ENERGY,3,0.23265071,0.14740296254358753,Value
2023-03-31,ENERGY,4,0.29935095,-0.03858327613240675,Value
2023-03-31,ENERGY,Q4-Q1,0.09119101000000002,-0.26690504800368053,Value
2023-05-31,ENERGY,1,-0.07486227,0.12385416331344777,Value
2023-05-31,ENERGY,2,-0.014995297,0.06226811957087452,Value
2023-05-31,ENERGY,3,0.020758295,0.026904856309948322,Value
2023-05-31,ENERGY,4,0.08854164,0.10132817418714701,Value
2023-05-31,ENERGY,Q4-Q1,0.16340390999999999,-0.022525989126300758,Value
2023-06-30,ENERGY,1,-0.2638253,-0.03262545192941513,Value
2023-06-30,ENERGY,2,-0.25461122,0.9280191058609892,Value
2023-06-30,ENERGY,3,-0.13222405,0.04867308453049812,Value
2023-06-30,ENERGY,4,-0.06770316,0.12212982317090226,Value
2023-06-30,ENERGY,Q4-Q1,0.19612214,0.1547552751003174,Value
2023-07-31,ENERGY,1,-0.048478916,-0.12162113890459647,Value
2023-07-31,ENERGY,2,-0.04138623,-0.28957775923128004,Value
2023-07-31,ENERGY,3,0.012331011,-0.12149670742773555,Value
2023-07-31,ENERGY,4,0.013194246,-0.24616604978942735,Value
2023-07-31,ENERGY,Q4-Q1,0.061673162,-0.12454491088483088,Value
2023-08-31,ENERGY,1,0.19726796,-0.13913619475115802,Value
2023-08-31,ENERGY,2,0.2234797,-0.13970267232592093,Value
2023-08-31,ENERGY,3,0.2543771,-0.38718672358937756,Value
2023-08-31,ENERGY,4,0.5063016,-0.1963825991177952,Value
2023-08-31,ENERGY,Q4-Q1,0.30903364,-0.057246404366637194,Value
2023-10-31,ENERGY,1,-0.16036312,0.10309250645423784,Value
2023-10-31,ENERGY,2,-0.15949912,0.09890542501129751,Value
2023-10-31,ENERGY,3,0.023589568,0.13841495893151556,Value
2023-10-31,ENERGY,4,0.0751996,0.3066277054122084,Value
2023-10-31,ENERGY,Q4-Q1,0.23556272,0.20353519895797056,Value
2023-11-30,ENERGY,1,-0.14817154,-0.08941704426812791,Value
2023-11-30,ENERGY,2,-0.068883695,0.09689631321132541,Value
2023-11-30,ENERGY,3,-0.01708979,0.1352406266984847,Value
2023-11-30,ENERGY,4,0.06224134,0.02000476433131393,Value
2023-11-30,ENERGY,Q4-Q1,0.21041288,0.10942180859944184,Value
